00055543.m4a		GB23W1900037	00055543.m4a	GB23W1900037	"ACOUSTIC_POP	AUSTRALIAN_POP	DANCE_POP"
00039411.m4a		QZES81944836	00039411.m4a	QZES81944836	POP_ROCK
00043864.m4a		NLZ541800893	00043864.m4a	NLZ541800893	"DEEP_HOUSE	DEEP_TROPICAL_HOUSE	POP_EDM"
00067820.m4a		GBUM71901457	00067820.m4a	GBUM71901457	"ADULT_STANDARDS	NEO_MELLOW	VOCAL_JAZZ"
00067209.m4a		GBAHT1800799	00067209.m4a	GBAHT1800799	"GARAGE_ROCK	INDIE_ROCK	INDIETRONICA"
00073780.m4a		USP6L2000534	00073780.m4a	USP6L2000534	POP
00046508.m4a		TCADP1816547	00046508.m4a	TCADP1816547	"CHRISTIAN_HIP_HOP	CHRISTIAN_TRAP	CHRISTIAN_HIP_HOP"
00067228.m4a		QMAAK1890239	00067228.m4a	QMAAK1890239	NEW_JERSEY_INDIE
00072166.m4a		GBX722000210	00072166.m4a	GBX722000210	"DEEP_HOUSE	ELECTRONICA	FLOAT_HOUSE"
00061665.m4a		MXF012000132	00061665.m4a	MXF012000132	"LATIN	LATIN_ARENA_POP	LATIN_POP"
00042331.m4a		UK7MC1800002	00042331.m4a	UK7MC1800002	"CONTEMPORARY_JAZZ	INDIE_JAZZ	INDIE_SOUL"
00054721.m4a		TCADS1861825	00054721.m4a	TCADS1861825	"DARK_TRAP	PHONK"
00046011.m4a		QM6N21806607	00046011.m4a	QM6N21806607	"INDIE_RB	IRISH_HIP_HOP	NEO_SOUL"
00063650.m4a		QM24S1812324	00063650.m4a	QM24S1812324	AUSTRALIAN_ELECTROPOP
00038579.m4a		GBEXH1900613	00038579.m4a	GBEXH1900613	"ELECTRA	MANDIBLE"
00057006.m4a		GBUM71802055	00057006.m4a	GBUM71802055	"LONDON_RAP	SOCIAL_MEDIA_POP"
00072301.m4a		TCADY1857760	00072301.m4a	TCADY1857760	LONDON_RAP
00044911.m4a		USEZ61919907	00044911.m4a	USEZ61919907	BEDROOM_POP
00073795.m4a		USUM71921930	00073795.m4a	USUM71921930	CANADIAN_POP
00065159.m4a		QZHJA1900022	00065159.m4a	QZHJA1900022	"ALTERNATIVE_RB	DEEP_POP_RB	POP"
00058177.m4a		QM7281932178	00058177.m4a	QM7281932178	BEDROOM_POP
00056655.m4a		QM7281938026	00056655.m4a	QM7281938026	ARGENTINE_INDIE
00051325.m4a		QM24S1905472	00051325.m4a	QM24S1905472	VAPOR_TRAP
00053761.m4a		USRC11901068	00053761.m4a	USRC11901068	"AFRO_DANCEHALL	AFROPOP	AZONTO"
00044968.m4a		USUG12001743	00044968.m4a	USUG12001743	"CANADIAN_HIP_HOP	CANADIAN_POP	HIP_HOP"
00039533.m4a		USUG11801630	00039533.m4a	USUG11801630	"ATL_HIP_HOP	HIP_HOP	MELODIC_RAP"
00070395.m4a		DEQ021906966	00070395.m4a	DEQ021906966	"GERMAN_HIP_HOP	GERMAN_HIP_HOP	HAMBURG_HIP_HOP"
00067040.m4a		GBKPL1954167	00067040.m4a	GBKPL1954167	LA_POP
00067892.m4a		MXF011800505	00067892.m4a	MXF011800505	"LATIN	LATIN_ARENA_POP	LATIN_POP"
00052685.m4a		QZ85M1990386	00052685.m4a	QZ85M1990386	"CHRISTIAN_HIP_HOP	HOUSTON_RAP"
00070544.m4a		NLM5S1900686	00070544.m4a	NLM5S1900686	"BIG_ROOM	EDM	POP"
00069287.m4a		QZK6L2085939	00069287.m4a	QZK6L2085939	"DEEP_UNDERGROUND_HIP_HOP	NYC_RAP"
00038777.m4a		MXUM72005240	00038777.m4a	MXUM72005240	REGIONAL_MEXICAN_POP
00038402.m4a		US38Y1934402	00038402.m4a	US38Y1934402	"ALTERNATIVE_AMERICANA	ART_POP	CHAMBER_POP"
00040202.m4a		SEUM71800059	00040202.m4a	SEUM71800059	"DANCE_POP	EDM	ELECTRONIC_TRAP"
00072464.m4a		QMRSZ2001351	00072464.m4a	QMRSZ2001351	"INDIE_POPTIMISM	MODERN_ALTERNATIVE_ROCK	MODERN_ROCK"
00049586.m4a		GBKPL2082864	00049586.m4a	GBKPL2082864	AUSTRALIAN_ELECTROPOP
00072818.m4a		US2S71896004	00072818.m4a	US2S71896004	"ISRAELI_JAZZ	INDIE_JAZZ	WONKY"
00038034.m4a		DEQ021905795	00038034.m4a	DEQ021905795	GERMAN_HIP_HOP
00063867.m4a		GBUM71906390	00063867.m4a	GBUM71906390	"POP	UK_CONTEMPORARY_RB"
00070814.m4a		ZZOPM2003019	00070814.m4a	ZZOPM2003019	UK_HIP_HOP
00073563.m4a		GBCEL2000025	00073563.m4a	GBCEL2000025	UK_ALTERNATIVE_POP
00040151.m4a		USUG12002218	00040151.m4a	USUG12002218	"BROSTEP	PROGRESSIVE_ELECTRO_HOUSE	DANCE_POP"
00037384.m4a		QM6MZ2007246	00037384.m4a	QM6MZ2007246	"REGGAETON_FLOW	TRAP_LATINO"
00054200.m4a		USUM71808246	00054200.m4a	USUM71808246	"HIP_HOP	POP_RAP	RAP"
00061858.m4a		USUM71917945	00061858.m4a	USUM71917945	"INDIE_POPTIMISM	MODERN_ROCK"
00055322.m4a		QM24S1927449	00055322.m4a	QM24S1927449	"ACOUSTIC_POP	INDIE_CAFE_POP	INDIECOUSTICA"
00046689.m4a		USRN11900011	00046689.m4a	USRN11900011	COUNTRY_POP
00057288.m4a		USEP42010047	00057288.m4a	USEP42010047	"EMO_RAP	UNDERGROUND_HIP_HOP"
00060781.m4a		USAT21813019	00060781.m4a	USAT21813019	EMO_RAP
00046123.m4a		USUM71808475	00046123.m4a	USUM71808475	"DEEP_POP_RB	DFW_RAP	TRAP_QUEEN"
00048474.m4a		QMBZ92014864	00048474.m4a	QMBZ92014864	NIGERIAN_POP
00073963.m4a		USAT21901064	00073963.m4a	USAT21901064	"NEO_MELLOW	POP	VIRAL_POP"
00053363.m4a		GBCEJ1800004	00053363.m4a	GBCEJ1800004	"AUSTRALIAN_POP	DANCE_POP	ELECTROPOP"
00044042.m4a		SE3GO1908101	00044042.m4a	SE3GO1908101	"DEEP_POP_EDM	DEEP_POP_EDM	DEEP_TROPICAL_HOUSE"
00040108.m4a		GB7YL2087601	00040108.m4a	GB7YL2087601	"BASS_TRAP	BROSTEP	EDM"
00061295.m4a		QZFZ61912294	00061295.m4a	QZFZ61912294	CANADIAN_HIP_HOP
00062855.m4a		USRC11900826	00062855.m4a	USRC11900826	"INDIE_POP	MODERN_ROCK"
00052291.m4a		GBUM71803651	00052291.m4a	GBUM71803651	"DANCE_POP	EDM	POP"
00066309.m4a		US3R42040203	00066309.m4a	US3R42040203	"CHILLWAVE	CHRISTCHURCH_INDIE	ELECTROPOP"
00037548.m4a		CAUM71900331	00037548.m4a	CAUM71900331	CANADIAN_CONTEMPORARY_RB
00064308.m4a		DEUM71801898	00064308.m4a	DEUM71801898	GERMAN_POP
00064172.m4a		QMJMT1801950	00064172.m4a	QMJMT1801950	"HIP_HOP	POP	POP_RAP"
00056121.m4a		GBKPL1967676	00056121.m4a	GBKPL1967676	"ELECTROPOP	LA_INDIE	POP"
00039274.m4a		ITB002000282	00039274.m4a	ITB002000282	"BUBBLEGUM_DANCE	EURODANCE	EUROPOP"
00065187.m4a		DEQ022003419	00065187.m4a	DEQ022003419	"GERMAN_CLOUD_RAP	GERMAN_HIP_HOP"
00056804.m4a		DEG931850792	00056804.m4a	DEG931850792	SHIMMER_POP
00073053.m4a		USSM11803413	00073053.m4a	USSM11803413	"ALTERNATIVE_RB	BROOKLYN_INDIE	DANCE_POP"
00066214.m4a		USA2P1900232	00066214.m4a	USA2P1900232	BOSTON_INDIE
00047463.m4a		TCAEG1976172	00047463.m4a	TCAEG1976172	VAPOR_SOUL
00046510.m4a		QZGH81900017	00046510.m4a	QZGH81900017	TRAP_QUEEN
00055305.m4a		GBBPW1800123	00055305.m4a	GBBPW1800123	"ART_POP	CHAMBER_PSYCH	ESCAPE_ROOM"
00057085.m4a		USWB11901039	00057085.m4a	USWB11901039	"UNDERGROUND_HIP_HOP	VAPOR_TRAP"
00049588.m4a		GBAHS1900779	00049588.m4a	GBAHS1900779	"CANDY_POP	DANCE_POP	ELECTROPOP"
00073218.m4a		USUM71805167	00073218.m4a	USUM71805167	"DFW_RAP	MELODIC_RAP	POP"
00037611.m4a		USUG11901247	00037611.m4a	USUG11901247	"INDIE_POPTIMISM	POP"
00061331.m4a		USSM11903735	00061331.m4a	USSM11903735	"HAWAIIAN_HIP_HOP	POP	RAP"
00066662.m4a		GBKPL1977503	00066662.m4a	GBKPL1977503	"ALTERNATIVE_RB	DEEP_POP_RB	INDIE_RB"
00045942.m4a		GBKPL1958861	00045942.m4a	GBKPL1958861	BEDROOM_POP
00054180.m4a		QM7G91611311	00054180.m4a	QM7G91611311	"DANCE_POP	EUROPOP	NEO_MELLOW"
00046318.m4a		USUM71923044	00046318.m4a	USUM71923044	"PUERTO_RICAN_POP	REGGAETON	TRAP_LATINO"
00054601.m4a		QM4TX2030889	00054601.m4a	QM4TX2030889	"REGGAETON	TRAP_LATINO"
00046953.m4a		GBKPL1976170	00046953.m4a	GBKPL1976170	BEDROOM_POP
00046457.m4a		USSD12000020	00046457.m4a	USSD12000020	COLOMBIAN_POP
00053149.m4a		QZHN21900074	00053149.m4a	QZHN21900074	"LATIN	REGGAETON	REGGAETON_FLOW"
00071599.m4a		USSM11901018	00071599.m4a	USSM11901018	"HEARTLAND_ROCK	MELLOW_GOLD	PERMANENT_WAVE"
00046099.m4a		USRC11803608	00046099.m4a	USRC11803608	"ALTERNATIVE_RB	ELECTROPOP	ESCAPE_ROOM"
00074219.m4a		USUM71911311	00074219.m4a	USUM71911311	LOFI_BEATS
00054095.m4a		USUYG1212436	00054095.m4a	USUYG1212436	"DEEP_POP_RB	INDIE_RB"
00066799.m4a		DKPK52000206	00066799.m4a	DKPK52000206	DANISH_INDIE_POP
00040373.m4a		QZJ842000425	00040373.m4a	QZJ842000425	"ALTERNATIVE_ROCK	MODERN_ROCK	PERMANENT_WAVE"
00043143.m4a		USUG12000372	00043143.m4a	USUG12000372	"HIP_HOP	NEW_ORLEANS_RAP	POP"
00041481.m4a		USLD91728770	00041481.m4a	USLD91728770	"HIP_HOP	POP_RAP	RAP"
00051360.m4a		USLZJ1953222	00051360.m4a	USLZJ1953222	POP_EDM
00074385.m4a		QM24S2006132	00074385.m4a	QM24S2006132	POP_EDM
00072082.m4a		USUM72007010	00072082.m4a	USUM72007010	"CANADIAN_HIP_HOP	HIP_HOP	MELODIC_RAP"
00070644.m4a		FR5Y71900003	00070644.m4a	FR5Y71900003	"ALTERNATIVE_DANCE	DISCO_HOUSE	ELECTRO_HOUSE"
00048446.m4a		QMCE31902369	00048446.m4a	QMCE31902369	"MODERN_ROCK	POSTGRUNGE"
00040425.m4a		QZEJY1800010	00040425.m4a	QZEJY1800010	"ALTERNATIVE_DANCE	BAROQUE_POP	CHAMBER_POP"
00047697.m4a		GBAHS1800700	00047697.m4a	GBAHS1800700	"DANCE_POP	POP	UK_POP"
00051543.m4a		QM24S1924770	00051543.m4a	QM24S1924770	POP
00054723.m4a		NLE3U2000004	00054723.m4a	NLE3U2000004	"ART_POP	ELECTROPOP	ESCAPE_ROOM"
00061386.m4a		NLZ541900790	00061386.m4a	NLZ541900790	"ELECTRO_HOUSE	POP_NACIONAL	BASS_TRAP"
00058829.m4a		QZHZ42053560	00058829.m4a	QZHZ42053560	LA_POP
00044477.m4a		GBUM71807386	00044477.m4a	GBUM71807386	"POP	UK_POP	DANCE_POP"
00047822.m4a		USA2P1904661	00047822.m4a	USA2P1904661	"HIP_HOP	PITTSBURGH_RAP	POP"
00062876.m4a		USWB11900336	00062876.m4a	USWB11900336	"EMO_RAP	MIAMI_HIP_HOP	TRAP"
00060125.m4a		USYBL1901204	00060125.m4a	USYBL1901204	"BALEARIC	CHILLWAVE"
00057785.m4a		USVT33000005	00057785.m4a	USVT33000005	"ACOUSTIC_POP	ECTOFOLK	FOLKPOP"
00070232.m4a		BRWMB1900941	00070232.m4a	BRWMB1900941	"FUNK_CARIOCA	FUNK_OSTENTACAO"
00042828.m4a		GBUM71902904	00042828.m4a	GBUM71902904	"HOUSE	POP_HOUSE	TROPICAL_HOUSE"
00047174.m4a		QM6N21983688	00047174.m4a	QM6N21983688	"POP	POP_RAP	CANADIAN_CONTEMPORARY_RB"
00053133.m4a		ZZOPM1901214	00053133.m4a	ZZOPM1901214	"INDIE_RB	INDONESIAN_RB	POP_RAP"
00058896.m4a		USRC11902532	00058896.m4a	USRC11902532	"BEDROOM_POP	INDIE_RB"
00048307.m4a		GBKCF1900723	00048307.m4a	GBKCF1900723	"DEEP_GROOVE_HOUSE	DEEP_TROPICAL_HOUSE	DISCO_HOUSE"
00058701.m4a		USKO11900363	00058701.m4a	USKO11900363	"DIRTY_SOUTH_RAP	GANGSTER_RAP	HIP_HOP"
00073576.m4a		USUM71900401	00073576.m4a	USUM71900401	"DANCE_POP	POP	POSTTEEN_POP"
00045039.m4a		FRUM71802257	00045039.m4a	FRUM71802257	"FRANCOTON	FRENCH_HIP_HOP	POP_URBAINE"
00067859.m4a		GBARL1900839	00067859.m4a	GBARL1900839	MANCHESTER_HIP_HOP
00052673.m4a		QM6MZ1999603	00052673.m4a	QM6MZ1999603	VAPOR_TRAP
00039078.m4a		GBUM71807976	00039078.m4a	GBUM71807976	"INDIE_RB	INDIETRONICA	POP"
00074436.m4a		QMBZ91997981	00074436.m4a	QMBZ91997981	"INDIE_ELECTROPOP	INDIE_RB"
00062907.m4a		USUM72004304	00062907.m4a	USUM72004304	"DANCE_POP	POP	DANCE_POP"
00046868.m4a		USAT21811616	00046868.m4a	USAT21811616	"MELODIC_RAP	RAP	SOUTHERN_HIP_HOP"
00055534.m4a		QZ57A2005852	00055534.m4a	QZ57A2005852	"MELODIC_RAP	PHILLY_RAP	RAP"
00067431.m4a		GBEUE1900296	00067431.m4a	GBEUE1900296	INDIE_JAZZ
00073459.m4a		QM84B2033012	00073459.m4a	QM84B2033012	PROGRESSIVE_JAZZ_FUSION
00046038.m4a		QZES61871392	00046038.m4a	QZES61871392	"INDIE_GARAGE_ROCK	BEDROOM_POP	LA_INDIE"
00061637.m4a		USRC12000376	00061637.m4a	USRC12000376	"HIP_POP	NEO_SOUL	POP"
00074259.m4a		GBKPL1814938	00074259.m4a	GBKPL1814938	"INDIE_POP	MODERN_ROCK"
00037127.m4a		QM7281964587	00037127.m4a	QM7281964587	"LATIN	REGGAETON	TRAP_LATINO"
00057897.m4a		QZFYZ2022503	00057897.m4a	QZFYZ2022503	"ALTERNATIVE_RB	HIP_HOP	POP_RAP"
00073598.m4a		QM24S1923534	00073598.m4a	QM24S1923534	"AUSTRALIAN_POP	DANCE_POP	ELECTROPOP"
00062668.m4a		ES5702000628	00062668.m4a	ES5702000628	"COLOMBIAN_POP	POP_REGGAETON"
00051406.m4a		SEWKZ1800017	00051406.m4a	SEWKZ1800017	"DANCE_POP	ELECTROPOP	POP"
00064126.m4a		CA5KR1957527	00064126.m4a	CA5KR1957527	"BASS_HOUSE	BROSTEP	EDM"
00049708.m4a		GBLFP1880622	00049708.m4a	GBLFP1880622	"AFRO_DANCEHALL	NIGERIAN_POP	UK_DANCEHALL"
00069257.m4a		GBUM72000097	00069257.m4a	GBUM72000097	INDIE_RB
00054806.m4a		GBCEN2000076	00054806.m4a	GBCEN2000076	"DANCE_POP	POP	POSTTEEN_POP"
00062877.m4a		USRC11803854	00062877.m4a	USRC11803854	"INDIE_POPTIMISM	MODERN_ALTERNATIVE_ROCK	MODERN_ROCK"
00069873.m4a		US6KA1900451	00069873.m4a	US6KA1900451	HYPERPOP
00064973.m4a		QMCE31902074	00064973.m4a	QMCE31902074	"HOUSTON_RAP	POP	TRAP_QUEEN"
00060849.m4a		USA2P2008109	00060849.m4a	USA2P2008109	"LA_INDIE	MODERN_ROCK"
00040596.m4a		USWB11900578	00040596.m4a	USWB11900578	COUNTRY_POP
00058126.m4a		GBHMU1800010	00058126.m4a	GBHMU1800010	"NORWEGIAN_POP	TROPICAL_HOUSE"
00043658.m4a		USUM71904200	00043658.m4a	USUM71904200	"CONSCIOUS_HIP_HOP	DMV_RAP	HIP_HOP"
00070529.m4a		QZES51848472	00070529.m4a	QZES51848472	SOCIAL_MEDIA_POP
00042005.m4a		USQE91500680	00042005.m4a	USQE91500680	"AUSTRALIAN_GARAGE_PUNK	GARAGE_ROCK	INDIE_GARAGE_ROCK"
00043792.m4a		NLM5S1900676	00043792.m4a	NLM5S1900676	"BIG_ROOM	DANCE_POP	DEEP_BIG_ROOM"
00038590.m4a		USUG11901210	00038590.m4a	USUG11901210	"FOLKPOP	INDIE_FOLK	INDIE_POP"
00050578.m4a		USRC11803524	00050578.m4a	USRC11803524	"ALTERNATIVE_RB	INDIE_RB	PORTLAND_HIP_HOP"
00043739.m4a		QM4TW1988469	00043739.m4a	QM4TW1988469	"LATIN	REGGAETON	REGGAETON_FLOW"
00054791.m4a		CAGFE1800011	00054791.m4a	CAGFE1800011	"CANADIAN_POP	SOCIAL_MEDIA_POP"
00059663.m4a		USUYG1186923	00059663.m4a	USUYG1186923	"ALTERNATIVE_RB	INDIE_RB	INDIE_SOUL"
00038111.m4a		USAT21902586	00038111.m4a	USAT21902586	"DMV_RAP	ESCAPE_ROOM	POP"
00050993.m4a		DEZ651715093	00050993.m4a	DEZ651715093	INDIE_ANTHEMFOLK
00038782.m4a		BRUM72000007	00038782.m4a	BRUM72000007	"FUNK_CARIOCA	POP_NACIONAL	SERTANEJO_POP"
00055240.m4a		USGC61600823	00055240.m4a	USGC61600823	"ALTERNATIVE_DANCE	AUSSIETRONICA	AUSTRALIAN_INDIE"
